FeedbackID,StudentID,FeedbackDate,Rating,FeedbackText
FB14029,ST10311,2026-07-04,4,The faculty members are very supportive.
FB14030,ST10059,2025-04-27,3,The courses are okay but could be improved.
FB14031,ST10934,2025-08-05,5,The placement training has been useful.
FB14032,ST10085,2025-08-31,5,The practical sessions are excellent.
FB14033,ST10096,2024-09-10,3,The overall experience is average.
FB14034,ST10149,2024-10-07,4,The academic resources are very helpful.
FB14035,ST10750,2025-08-22,4,I am satisfied with the learning experience.
FB14036,ST10121,2024-11-13,4,The academic resources need improvement.
FB14037,ST10984,2025-05-17,4,The placement training has been useful.
FB14038,ST10055,2025-08-24,4,The academic resources are very helpful.
FB14039,ST10119,2025-08-11,4,The placement training has been useful.
FB14040,ST10133,2026-06-05,4,The placment training needs serious improvement.
FB14041,ST10124,2024-12-28,3,The overall experience is average.
FB14042,ST10458,2025-03-25,5,The faculty members are very supportive.
FB14043,ST10955,2026-04-06,4,The practical sessions are excellent.
FB14044,ST10038,2025-05-15,5,I am satisfied with the learning experience.
FB14045,ST10390,2025-11-30,4,The practical sessions are excellent.
FB14046,ST10677,2025-11-07,5,The academic resources are very helpful.
FB14047,ST10796,2024-11-24,5,I am satisfied with the learning experience.
FB14048,ST10181,2025-09-16,4,The faculty members are very supportive.
FB14049,ST10809,2024-11-05,4,The placement training has been useful.
FB14050,ST10945,2025-06-29,5,The courses are well structured and helpful.
FB14051,ST10138,2026-05-15,5,The faculty members are very supportive.
FB14052,ST10132,2026-02-23,4,The practical sessions are excellent.
FB14053,ST10718,2026-04-28,4,The faculty support could be better.
FB14054,ST10739,2024-11-09,4,The courses are well structured and helpful.
FB14055,ST10825,2025-04-28,4,The academic resources need improvement.
FB14056,ST10683,2025-10-23,4,The faculty members are very supportive.
FB14057,ST10798,2026-01-04,3,The learning experience is neither good nor bad.
FB14058,ST10844,2024-10-12,4,The courses are well structured and helpful.
FB14059,ST10993,2026-04-25,5,I am satisfied with the learning experience.
FB14060,ST10196,2025-04-09,5,The faculty members are very supportive.
FB14061,ST10553,2025-10-05,4,The faculty members are very supportive.
FB14062,ST10218,2025-08-11,4,The faculty support could be better.
FB14063,ST10965,2025-06-25,4,The academic resources are very helpful.
FB14064,ST10027,2025-11-19,4,The placement training has been useful.
FB14065,ST10433,2025-07-05,4,The practical sessions are excellent.
FB14066,ST10491,2025-02-19,5,The placement training has been useful.
FB14067,ST10062,2025-12-13,4,The practical sessions are excellent.
FB14068,ST10454,2025-02-23,3,The overall experience is average.
FB14069,ST10442,2025-10-17,4,The practical sessions are excellent.
FB14070,ST10423,2024-12-19,5,I am satisfied with the learning experience.
FB14071,ST10544,2025-08-27,3,The overall experience is average.
FB14072,ST10351,2025-06-12,4,I am satisfied with the learning experience.
FB14073,ST10228,2024-10-08,3,The facilities are satisfactor.
FB14074,ST10034,2025-05-09,4,The courses are well structured and helpful.
FB14075,ST10631,2025-01-26,5,The placement training has been useful.
FB14076,ST10578,2026-05-12,5,The academic resources need improvement.
FB14077,ST10463,2026-02-08,4,The faculty members are very supportive.
FB14078,ST10380,2025-11-20,5,The academic resources are very helpful.
FB14079,ST10381,2025-07-18,4,I am satisfied with the learning experience.
FB14080,ST10258,2026-04-19,4,The courses are well structured and helpful.
FB14081,ST10857,2025-07-22,4,The practical sessions need complete overhaul.
FB14082,ST10445,2025-11-01,4,The courses are well structured and helpful.
FB14083,ST10788,2026-04-21,4,The practical sessions are excellent.
FB14084,ST10040,2025-05-10,5,The academic resources are very helpful.
FB14085,ST10568,2025-10-14,5,The placement training has been useful.
FB14086,ST10283,2026-02-08,3,The overall experience is average.
FB14087,ST10501,2025-02-17,4,The practical sessions are excellent.
FB14088,ST10558,2024-12-30,5,The courses are well structured and helpful.
FB14089,ST10459,2026-01-14,4,The practical sessions are excellent.
FB14090,ST10890,2026-01-20,3,The facilities are satisfactor.
FB14091,ST10722,2024-10-17,4,The courses are well structured and helpful.
FB14092,ST10521,2026-03-15,4,The placement training has been useful.
FB14093,ST10253,2026-08-11,4,The academic resources are very helpful.
FB14094,ST10341,2026-02-21,5,The courses are well structured and helpful.
FB14095,ST10370,2025-11-06,5,The faculty support could be better.
FB14096,ST10504,2026-05-29,4,The placement training has been useful.
FB14097,ST10117,2025-08-30,3,The overall experience is average.
FB14098,ST10018,2024-11-14,5,I am satisfied with the learning experience.
FB14099,ST10545,2025-11-20,5,The academic resources need improvement.
FB14100,ST10364,2025-11-23,5,The academic resources are very helpful.
FB14101,ST10611,2025-08-12,4,The courses are well structured and helpful.
FB14102,ST10124,2025-04-27,4,The faculty members are very supportive.
FB14103,ST10688,2025-10-23,4,The workload is too high.
FB14104,ST10622,2024-11-01,5,The placement training has been useful.
FB14105,ST10859,2026-05-18,5,The placement training has been useful.
FB14106,ST10843,2025-07-29,4,The faculty members are very supportive.
FB14107,ST10538,2025-01-01,5,I am satisfied with the learning experience.
FB14108,ST10020,2025-04-14,5,The faculty members are very supportive.
FB14109,ST10425,2025-06-29,5,The faculty members are very supportive.
FB14110,ST10642,2024-10-11,4,The courses are well structured and helpful.
FB14111,ST10052,2025-11-25,5,The placement training has been useful.
FB14112,ST10128,2024-11-10,5,The placment training needs serious improvement.
FB14113,ST10021,2026-02-01,3,The facilities are satisfactor.
FB14114,ST10600,2026-05-12,4,The practical sessions are excellent.
FB14115,ST10841,2025-11-24,3,The facilities are satisfactor.
FB14116,ST10588,2026-04-09,4,I am satisfied with the learning experience.
FB14117,ST10325,2026-05-16,3,The overall experience is average.
FB14118,ST10262,2025-06-08,3,Some aspects of the program are useful.
FB14119,ST10039,2025-04-29,3,The faculty support could be better.
FB14120,ST10663,2025-09-05,3,The practical sessions need complete overhaul.
FB14121,ST10952,2025-12-31,3,The placement opportunities are not sufficient.
FB14122,ST10542,2026-01-12,3,The academic resources need improvement.
FB14123,ST10230,2024-10-04,3,The courses are okay but could be improved.
FB14124,ST10475,2024-10-27,4,The academic resources are very helpful.
FB14125,ST10834,2025-02-03,5,The practical sessions are excellent.
FB14126,ST10105,2026-05-14,4,The placement training has been useful.
FB14127,ST10153,2024-12-03,4,The faculty members are very supportive.
FB14128,ST10497,2026-07-08,4,The faculty members are very supportive.
FB14129,ST10239,2025-11-12,4,The faculty support could be better.
FB14130,ST10448,2026-07-20,5,The academic resources are very helpful.
FB14131,ST10597,2026-03-27,5,The courses are well structured and helpful.
FB14132,ST10827,2025-12-25,5,The academic resources are very helpful.
FB14133,ST10170,2026-05-09,5,The academic resources need improvement.
FB14134,ST10143,2024-08-18,4,The placement training has been useful.
FB14135,ST10528,2026-03-29,4,The practical sessions are excellent.
FB14136,ST10109,2024-12-09,4,The courses are well structured and helpful.
FB14137,ST10677,2026-01-13,3,The overall experience is average.
FB14138,ST10646,2024-12-11,3,The academic resources need improvement.
FB14139,ST10266,2025-08-04,4,The practical sessions are excellent.
FB14140,ST10241,2025-10-04,5,The academic resources are very helpful.
FB14141,ST10923,2025-04-01,4,The courses are well structured and helpful.
FB14142,ST11000,2025-06-16,5,The courses are well structured and helpful.
FB14143,ST10951,2025-12-09,3,The overall experience is average.
FB14144,ST10835,2025-11-09,3,The placment training needs serious improvement.
FB14145,ST10994,2025-07-31,5,The placement training has been useful.
FB14146,ST10312,2025-01-16,4,I am satisfied with the learning experience.
FB14147,ST10463,2025-01-24,4,The faculty support could be better.
FB14148,ST10535,2026-01-29,5,I am satisfied with the learning experience.
FB14149,ST10996,2026-06-30,4,The placement training has been useful.
FB14150,ST10553,2025-04-20,5,The courses are well structured and helpful.
FB14151,ST10554,2025-04-07,5,The placement training has been useful.
FB14152,ST10485,2025-11-03,3,The courses are okay but could be improved.
FB14153,ST10863,2026-04-26,4,The practical sessions are excellent.
FB14154,ST10307,2026-07-28,4,The courses are well structured and helpful.
FB14155,ST10957,2026-01-27,5,The placement training has been useful.
FB14156,ST10811,2025-04-11,5,The academic resources are very helpful.
FB14157,ST10574,2026-08-01,5,The workload is too high.
FB14158,ST10475,2026-08-15,3,The learning experience is neither good nor bad.
FB14159,ST10593,2025-07-21,3,The academic resources need improvement.
FB14160,ST10953,2026-02-26,3,The academic resources need improvement.
FB14161,ST10651,2026-07-29,5,The courses are well structured and helpful.
FB14162,ST10235,2025-05-12,3,The facilities are satisfactor.
FB14163,ST10927,2024-10-26,3,Some aspects of the program are useful.
FB14164,ST10434,2025-11-13,4,The placement training has been useful.
FB14165,ST10507,2024-08-24,4,The academic resources need improvement.
FB14166,ST10255,2025-12-05,4,The faculty members are very supportive.
FB14167,ST10342,2025-09-18,3,The facilities are satisfactor.
FB14168,ST10110,2025-06-27,3,The learning experience is neither good nor bad.
FB14169,ST10595,2026-06-07,3,The learning experience is neither good nor bad.
FB14170,ST10187,2024-11-25,5,The courses are well structured and helpful.
FB14171,ST10719,2026-06-11,3,Some aspects of the program are useful.
FB14172,ST10386,2025-04-03,5,I am satisfied with the learning experience.
FB14173,ST10959,2024-10-05,3,The overall experience is average.
FB14174,ST10273,2025-05-31,4,The faculty members are very supportive.
FB14175,ST10067,2026-07-18,5,I am satisfied with the learning experience.
FB14176,ST10105,2025-10-18,5,I am satisfied with the learning experience.
FB14177,ST10594,2024-09-28,3,The learning experience is neither good nor bad.
FB14178,ST10282,2024-08-18,4,I am satisfied with the learning experience.
FB14179,ST10515,2026-02-15,4,The workload is too high.
FB14180,ST10273,2025-10-26,4,The practical sessions are excellent.
FB14181,ST10629,2026-05-17,4,The placement training has been useful.
FB14182,ST10265,2025-05-24,5,I am satisfied with the learning experience.
FB14183,ST10617,2024-11-11,4,The placement training has been useful.
FB14184,ST10639,2026-06-17,4,The placment training needs serious improvement.
FB14185,ST10308,2025-03-25,4,The courses are well structured and helpful.
FB14186,ST10367,2026-06-21,3,Some aspects of the program are useful.
FB14187,ST10656,2024-09-11,3,The workload is too high.
FB14188,ST10732,2025-02-16,4,I am satisfied with the learning experience.
FB14189,ST10487,2025-07-19,3,The overall experience is average.
FB14190,ST10350,2026-02-14,4,I am satisfied with the learning experience.
FB14191,ST10941,2025-11-19,4,The practical sessions are excellent.
FB14192,ST10411,2025-06-20,4,The academic resources are very helpful.
FB14193,ST10932,2025-12-16,5,The faculty members are very supportive.
FB14194,ST10508,2025-04-22,4,The courses are well structured and helpful.
FB14195,ST10440,2026-02-21,4,The courses are well structured and helpful.
FB14196,ST10714,2025-06-11,5,The courses are well structured and helpful.
FB14197,ST10412,2025-06-29,5,The practical sessions need complete overhaul.
FB14198,ST10774,2025-06-10,3,The overall experience is average.
FB14199,ST10791,2025-07-22,5,The academic resources are very helpful.
FB14200,ST10609,2025-10-15,4,The practical sessions are excellent.
FB14201,ST10560,2025-01-29,4,The academic resources are very helpful.
FB14202,ST10888,2026-01-14,4,The practical sessions are excellent.
FB14203,ST10100,2024-12-30,5,The placement training has been useful.
FB14204,ST10424,2025-08-21,4,The courses are well structured and helpful.
FB14205,ST10860,2024-12-04,5,I am satisfied with the learning experience.
FB14206,ST10642,2025-01-11,5,The faculty members are very supportive.
FB14207,ST10632,2025-10-23,3,Some aspects of the program are useful.
FB14208,ST10825,2025-06-12,3,The academic resources need improvement.
FB14209,ST10999,2026-06-04,5,The academic resources are very helpful.
FB14210,ST10320,2026-08-06,5,The practical sessions need complete overhaul.
FB14211,ST10581,2025-05-24,5,The courses are well structured and helpful.
FB14212,ST10349,2026-06-01,4,The faculty members are very supportive.
FB14213,ST10114,2025-07-08,4,I am satisfied with the learning experience.
FB14214,ST10060,2024-12-15,4,The practical sessions need complete overhaul.
FB14215,ST10370,2025-03-30,4,The placement training has been useful.
FB14216,ST10360,2026-06-26,4,The placement training has been useful.
FB14217,ST10433,2026-01-20,3,The overall experience is average.
FB14218,ST10233,2024-11-23,3,The placement opportunities are not sufficient.
FB14219,ST10771,2024-11-30,3,The learning experience is neither good nor bad.
FB14220,ST10213,2024-08-27,5,I am satisfied with the learning experience.
FB14221,ST11000,2024-10-12,3,The courses are okay but could be improved.
FB14222,ST10103,2026-01-03,5,The faculty members are very supportive.
FB14223,ST10382,2024-08-30,5,The placement training has been useful.
FB14224,ST10008,2024-12-07,5,The practical sessions are excellent.
FB14225,ST10827,2026-03-01,5,The practical sessions are excellent.
FB14226,ST10184,2026-07-06,5,The placement training has been useful.
FB14227,ST10699,2025-08-31,5,The academic resources need improvement.
FB14228,ST10883,2026-01-11,5,The placement training has been useful.
FB14229,ST10510,2025-07-23,5,The faculty members are very supportive.
FB14230,ST10269,2024-12-01,5,The faculty members are very supportive.
FB14231,ST10434,2024-10-22,5,The practical sessions need complete overhaul.
FB14232,ST10775,2024-12-02,4,The practical sessions are excellent.
FB14233,ST10585,2025-12-29,5,The faculty members are very supportive.
FB14234,ST10988,2026-05-05,4,The practical sessions are excellent.
FB14235,ST10436,2025-07-07,5,The faculty members are very supportive.
FB14236,ST10819,2026-06-17,4,The placement training has been useful.
FB14237,ST10875,2025-08-07,3,The learning experience is neither good nor bad.
FB14238,ST10345,2026-07-13,3,The overall experience is average.
FB14239,ST10112,2026-04-22,5,The faculty members are very supportive.
FB14240,ST10235,2026-02-09,5,The placment training needs serious improvement.
FB14241,ST10712,2025-11-30,5,The practical sessions need complete overhaul.
FB14242,ST10165,2026-08-10,5,The placment training needs serious improvement.
FB14243,ST10180,2025-07-14,5,I am satisfied with the learning experience.
FB14244,ST10439,2025-12-15,5,The practical sessions need complete overhaul.
FB14245,ST10711,2025-01-04,3,The facilities are satisfactor.
FB14246,ST10411,2025-08-05,4,The faculty members are very supportive.
FB14247,ST10400,2025-09-17,4,The courses are well structured and helpful.
FB14248,ST10288,2025-07-13,3,The overall experience is average.
FB14249,ST10095,2025-10-20,5,The practical sessions are excellent.
FB14250,ST10547,2026-05-16,3,The learning experience is neither good nor bad.
FB14251,ST10062,2025-08-02,4,The practical sessions are excellent.
FB14252,ST10111,2025-06-12,5,The practical sessions are excellent.
FB14253,ST10493,2025-05-20,3,Some aspects of the program are useful.
FB14254,ST10131,2025-02-09,4,The courses are well structured and helpful.
FB14255,ST10592,2025-01-09,5,The faculty members are very supportive.
FB14256,ST10954,2025-07-13,3,The overall experience is average.
FB14257,ST10954,2025-11-30,3,The practical sessions need complete overhaul.
FB14258,ST10139,2024-08-23,3,The practical sessions need complete overhaul.
FB14259,ST10812,2025-11-09,5,I am satisfied with the learning experience.
FB14260,ST10078,2025-09-08,4,The courses are well structured and helpful.
FB14261,ST10055,2026-06-06,4,The faculty members are very supportive.
FB14262,ST10754,2026-03-08,3,The learning experience is neither good nor bad.
FB14263,ST10351,2025-02-17,5,The faculty members are very supportive.
FB14264,ST10888,2026-02-22,3,The overall experience is average.
FB14265,ST10473,2025-09-11,4,The academic resources are very helpful.
FB14266,ST10378,2025-03-15,4,The placement opportunities are not sufficient.
FB14267,ST10180,2025-07-03,4,The courses are well structured and helpful.
FB14268,ST10516,2026-08-07,5,The faculty members are very supportive.
FB14269,ST10817,2025-10-16,3,The facilities are satisfactor.
FB14270,ST10049,2025-11-08,5,The placement training has been useful.
FB14271,ST10313,2025-05-30,3,The facilities are satisfactor.
FB14272,ST10668,2024-09-12,4,The academic resources are very helpful.
FB14273,ST10891,2024-09-16,4,The courses are well structured and helpful.
FB14274,ST10144,2025-11-02,4,The workload is too high.
FB14275,ST10958,2025-08-28,3,The learning experience is neither good nor bad.
FB14276,ST10293,2026-02-16,3,Some aspects of the program are useful.
FB14277,ST10784,2025-05-31,3,The learning experience is neither good nor bad.
FB14278,ST10699,2024-11-13,3,The academic resources need improvement.
FB14279,ST10836,2025-11-11,3,The practical sessions need complete overhaul.
FB14280,ST10449,2025-08-27,3,The practical sessions need complete overhaul.
FB14281,ST10783,2026-02-05,5,The academic resources are very helpful.
FB14282,ST10661,2024-10-19,3,The courses are okay but could be improved.
FB14283,ST10502,2024-12-06,5,I am satisfied with the learning experience.
FB14284,ST10702,2026-03-08,5,The courses are well structured and helpful.
FB14285,ST10363,2026-03-09,3,Some aspects of the program are useful.
FB14286,ST10063,2025-09-30,3,The placment training needs serious improvement.
FB14287,ST10622,2026-06-16,3,The courses are okay but could be improved.
FB14288,ST10847,2026-03-23,4,The faculty members are very supportive.
FB14289,ST10034,2026-04-14,5,I am satisfied with the learning experience.
FB14290,ST10737,2025-03-23,5,I am satisfied with the learning experience.
FB14291,ST10640,2025-08-14,5,The faculty support could be better.
FB14292,ST10869,2025-09-23,4,The faculty members are very supportive.
FB14293,ST10037,2024-10-17,4,The academic resources need improvement.
FB14294,ST10807,2025-09-28,3,The overall experience is average.
FB14295,ST10528,2026-07-10,5,The placement training has been useful.
FB14296,ST10486,2025-12-04,4,The practical sessions are excellent.
FB14297,ST10863,2024-10-25,5,I am satisfied with the learning experience.
FB14298,ST10261,2025-02-24,5,The academic resources are very helpful.
FB14299,ST10268,2025-08-19,4,The courses are well structured and helpful.
FB14300,ST10840,2025-12-20,4,The faculty members are very supportive.
FB14301,ST10487,2026-03-17,3,The courses are okay but could be improved.
FB14302,ST10462,2026-01-15,3,Some aspects of the program are useful.
FB14303,ST10110,2026-01-19,5,The academic resources are very helpful.
FB14304,ST10247,2024-10-17,3,The overall experience is average.
FB14305,ST10151,2026-01-31,5,The practical sessions are excellent.
FB14306,ST10896,2025-12-23,5,The placement training has been useful.
FB14307,ST10601,2025-10-10,4,I am satisfied with the learning experience.
FB14308,ST10314,2026-04-29,4,The faculty support could be better.
FB14309,ST10493,2025-11-11,5,I am satisfied with the learning experience.
FB14310,ST10108,2025-04-17,4,The placement training has been useful.
FB14311,ST10260,2025-12-07,4,The courses are well structured and helpful.
FB14312,ST10883,2024-09-27,3,Some aspects of the program are useful.
FB14313,ST10554,2026-07-20,3,The learning experience is neither good nor bad.
FB14314,ST10728,2025-05-11,4,The faculty members are very supportive.
FB14315,ST10927,2025-10-07,4,The practical sessions are excellent.
FB14316,ST10607,2026-04-14,4,The practical sessions are excellent.
FB14317,ST10244,2024-08-26,4,The courses are well structured and helpful.
FB14318,ST11000,2025-08-17,5,The academic resources are very helpful.
FB14319,ST10031,2025-08-05,4,I am satisfied with the learning experience.
FB14320,ST10177,2025-09-20,4,The practical sessions are excellent.
FB14321,ST10729,2026-07-22,4,I am satisfied with the learning experience.
FB14322,ST10150,2025-08-17,4,The courses are well structured and helpful.
FB14323,ST10190,2025-11-06,4,The courses are well structured and helpful.
FB14324,ST10065,2026-03-10,3,The learning experience is neither good nor bad.
FB14325,ST10473,2025-05-02,4,The courses are well structured and helpful.
FB14326,ST10932,2025-07-11,5,The academic resources are very helpful.
FB14327,ST10733,2025-05-19,4,The courses are well structured and helpful.
FB14328,ST10838,2026-04-29,5,The faculty members are very supportive.
FB14329,ST10816,2025-04-03,4,The courses are well structured and helpful.
FB14330,ST10920,2025-03-30,4,The faculty members are very supportive.
FB14331,ST10657,2024-12-26,4,The placement opportunities are not sufficient.
FB14332,ST10523,2024-09-14,3,The learning experience is neither good nor bad.
FB14333,ST10283,2026-02-08,4,The practical sessions are excellent.
FB14334,ST10200,2026-08-04,5,The placement training has been useful.
FB14335,ST10853,2025-11-25,3,The overall experience is average.
FB14336,ST10036,2026-03-23,4,The academic resources are very helpful.
FB14337,ST10469,2025-04-11,4,The practical sessions need complete overhaul.
FB14338,ST10938,2026-03-05,5,The faculty members are very supportive.
FB14339,ST10967,2026-04-19,5,The academic resources are very helpful.
FB14340,ST10449,2025-10-29,5,The faculty support could be better.
FB14341,ST10021,2025-03-08,5,The placment training needs serious improvement.
FB14342,ST10447,2024-10-04,5,The academic resources are very helpful.
FB14343,ST10433,2025-12-19,4,The courses are well structured and helpful.
FB14344,ST10927,2025-08-20,3,The facilities are satisfactor.
FB14345,ST10307,2025-11-10,3,The academic resources need improvement.
FB14346,ST10093,2024-12-27,3,The courses are okay but could be improved.
FB14347,ST10289,2025-11-05,5,The placement training has been useful.
FB14348,ST10103,2024-09-27,5,The practical sessions are excellent.
FB14349,ST10791,2026-01-09,3,The overall experience is average.
FB14350,ST10536,2025-04-01,3,The facilities are satisfactor.
FB14351,ST10792,2026-05-08,5,I am satisfied with the learning experience.
FB14352,ST10430,2026-03-13,4,The faculty members are very supportive.
FB14353,ST10387,2025-12-15,5,The practical sessions are excellent.
FB14354,ST10164,2024-09-08,4,The placement training has been useful.
FB14355,ST10541,2025-03-28,4,The placement training has been useful.
FB14356,ST10484,2025-08-29,5,The academic resources are very helpful.
FB14357,ST10801,2024-10-21,3,The facilities are satisfactor.
FB14358,ST10032,2024-11-24,5,The practical sessions are excellent.
FB14359,ST10185,2025-09-14,5,The courses are well structured and helpful.
FB14360,ST10919,2024-10-16,4,The academic resources are very helpful.
FB14361,ST10130,2026-06-10,4,The courses are well structured and helpful.
FB14362,ST10442,2026-04-18,4,The faculty support could be better.
FB14363,ST10466,2025-03-21,4,The academic resources need improvement.
FB14364,ST10535,2025-03-01,5,I am satisfied with the learning experience.
FB14365,ST10016,2024-11-28,4,The courses are well structured and helpful.
FB14366,ST10780,2025-12-09,4,The placement opportunities are not sufficient.
FB14367,ST10378,2025-03-24,4,The placment training needs serious improvement.
FB14368,ST10803,2025-03-19,5,The faculty members are very supportive.
FB14369,ST10995,2026-06-15,5,The practical sessions need complete overhaul.
FB14370,ST10499,2025-03-05,4,The academic resources are very helpful.
FB14371,ST10688,2024-08-29,3,The learning experience is neither good nor bad.
FB14372,ST10304,2026-03-16,4,I am satisfied with the learning experience.
FB14373,ST10099,2024-11-12,4,The academic resources are very helpful.
FB14374,ST10288,2025-11-30,5,The academic resources are very helpful.
FB14375,ST10963,2024-12-31,4,The faculty members are very supportive.
FB14376,ST10167,2026-07-25,5,The placement training has been useful.
FB14377,ST10525,2025-11-20,4,The placement training has been useful.
FB14378,ST10831,2026-03-14,3,The facilities are satisfactor.
FB14379,ST10739,2024-12-13,3,The facilities are satisfactor.
FB14380,ST10939,2026-01-11,5,The practical sessions are excellent.
FB14381,ST10698,2025-07-30,4,The placement training has been useful.
FB14382,ST10327,2025-06-01,4,The practical sessions are excellent.
FB14383,ST10003,2026-05-07,4,The workload is too high.
FB14384,ST10130,2025-01-01,4,The faculty support could be better.
FB14385,ST10509,2025-03-08,4,The academic resources need improvement.
FB14386,ST10589,2026-04-17,4,The academic resources are very helpful.
FB14387,ST10065,2026-02-13,3,The courses are okay but could be improved.
FB14388,ST10948,2025-02-17,3,The facilities are satisfactor.
FB14389,ST10420,2025-08-29,5,The courses are well structured and helpful.
FB14390,ST10176,2025-01-05,5,I am satisfied with the learning experience.
FB14391,ST10868,2026-04-30,5,The workload is too high.
FB14392,ST10516,2025-10-01,5,The practical sessions are excellent.
FB14393,ST10909,2026-06-18,3,The facilities are satisfactor.
FB14394,ST10006,2024-09-12,4,The placement training has been useful.
FB14395,ST10165,2025-05-11,3,The learning experience is neither good nor bad.
FB14396,ST10247,2024-10-22,4,The placement training has been useful.
FB14397,ST10399,2024-12-08,4,The placement opportunities are not sufficient.
FB14398,ST10947,2025-11-23,4,The faculty support could be better.
FB14399,ST10007,2026-08-13,5,The courses are well structured and helpful.
FB14400,ST10966,2026-05-18,4,The academic resources are very helpful.
FB14401,ST10094,2024-12-15,4,The faculty members are very supportive.
FB14402,ST10626,2026-05-30,4,The placement training has been useful.
FB14403,ST10836,2025-09-07,3,The facilities are satisfactor.
FB14404,ST10191,2026-03-25,4,The academic resources are very helpful.
FB14405,ST10762,2025-07-04,4,The placement training has been useful.
FB14406,ST10841,2026-04-08,4,I am satisfied with the learning experience.
FB14407,ST10034,2025-06-11,5,The placement training has been useful.
FB14408,ST10697,2025-02-18,5,The placement training has been useful.
FB14409,ST10928,2026-01-13,3,The overall experience is average.
FB14410,ST10899,2025-07-25,5,The faculty members are very supportive.
FB14411,ST10716,2026-03-04,4,The academic resources are very helpful.
FB14412,ST10817,2025-12-26,5,The placement training has been useful.
FB14413,ST10608,2024-12-25,5,I am satisfied with the learning experience.
FB14414,ST10353,2025-01-28,5,The faculty members are very supportive.
FB14415,ST10980,2025-11-09,5,The courses are well structured and helpful.
FB14416,ST10857,2026-03-11,3,Some aspects of the program are useful.
FB14417,ST10813,2026-06-02,3,The courses are okay but could be improved.
FB14418,ST10486,2025-05-13,4,The faculty members are very supportive.
FB14419,ST10219,2024-09-29,4,The academic resources need improvement.
FB14420,ST10793,2025-12-29,5,The faculty members are very supportive.
FB14421,ST10047,2025-03-11,5,The practical sessions are excellent.
FB14422,ST10228,2026-03-27,3,The overall experience is average.
FB14423,ST10480,2026-05-16,3,The workload is too high.
FB14424,ST10995,2024-11-16,3,The academic resources need improvement.
FB14425,ST10369,2024-09-27,4,The practical sessions are excellent.
FB14426,ST10346,2024-12-26,4,The workload is too high.
FB14427,ST10431,2025-08-13,5,The placement training has been useful.
FB14428,ST10559,2025-06-23,5,The academic resources are very helpful.
FB14429,ST10459,2025-08-22,4,The practical sessions are excellent.
FB14430,ST10735,2025-04-09,4,The faculty support could be better.
FB14431,ST10954,2025-08-22,5,I am satisfied with the learning experience.
FB14432,ST10991,2026-03-20,5,I am satisfied with the learning experience.
FB14433,ST10944,2026-03-25,5,The academic resources need improvement.
FB14434,ST10993,2026-08-04,5,The practical sessions need complete overhaul.
FB14435,ST10937,2025-10-05,5,The courses are well structured and helpful.
FB14436,ST10343,2025-02-15,5,The placement training has been useful.
FB14437,ST10722,2025-06-08,5,The faculty members are very supportive.
FB14438,ST10635,2026-01-30,5,The courses are well structured and helpful.
FB14439,ST10984,2026-02-17,4,I am satisfied with the learning experience.
FB14440,ST10747,2025-06-16,4,The placement opportunities are not sufficient.
FB14441,ST10035,2025-08-21,5,The faculty members are very supportive.
FB14442,ST10110,2025-03-09,5,The academic resources are very helpful.
FB14443,ST10749,2024-12-08,4,The practical sessions are excellent.
FB14444,ST10911,2025-10-04,4,The courses are well structured and helpful.
FB14445,ST10474,2026-06-24,3,The learning experience is neither good nor bad.
FB14446,ST10098,2025-07-21,3,The overall experience is average.
FB14447,ST10146,2024-08-27,5,The faculty members are very supportive.
FB14448,ST10699,2025-03-30,4,The academic resources are very helpful.
FB14449,ST10173,2026-08-08,3,The learning experience is neither good nor bad.
FB14450,ST10735,2026-04-29,3,The courses are okay but could be improved.
FB14451,ST10323,2025-08-01,3,The faculty support could be better.
FB14452,ST10716,2025-06-10,3,The academic resources need improvement.
FB14453,ST10182,2026-01-27,3,The placment training needs serious improvement.
FB14454,ST10683,2025-04-20,5,The placement training has been useful.
FB14455,ST10804,2025-10-03,3,Some aspects of the program are useful.
FB14456,ST10366,2026-01-30,3,The placment training needs serious improvement.
FB14457,ST10011,2024-09-18,4,The placement training has been useful.
FB14458,ST10081,2024-11-01,4,The faculty members are very supportive.
FB14459,ST10884,2026-07-31,3,The courses are okay but could be improved.
FB14460,ST10929,2025-10-04,3,The academic resources need improvement.
FB14461,ST10703,2025-12-26,3,The facilities are satisfactor.
FB14462,ST10451,2025-05-19,3,Some aspects of the program are useful.
FB14463,ST10348,2026-06-04,4,The faculty members are very supportive.
FB14464,ST10979,2025-07-19,4,The placment training needs serious improvement.
FB14465,ST10784,2025-12-05,4,I am satisfied with the learning experience.
FB14466,ST10475,2026-08-01,5,The courses are well structured and helpful.
FB14467,ST10726,2026-01-06,3,The facilities are satisfactor.
FB14468,ST10660,2026-06-15,4,I am satisfied with the learning experience.
FB14469,ST10050,2025-03-17,5,The placement training has been useful.
FB14470,ST10981,2025-05-05,3,The courses are okay but could be improved.
FB14471,ST10994,2025-03-15,4,The academic resources are very helpful.
FB14472,ST10209,2025-03-13,3,Some aspects of the program are useful.
FB14473,ST10122,2026-05-03,4,The faculty members are very supportive.
FB14474,ST10961,2024-11-02,5,I am satisfied with the learning experience.
FB14475,ST10047,2025-03-04,5,The academic resources are very helpful.
FB14476,ST10066,2026-01-08,4,The faculty members are very supportive.
FB14477,ST10979,2025-11-14,5,The academic resources are very helpful.
